Symbol,Ask_Price,Ask_Vol,Bid_Price,Bid_Vol,Timestamp
AAPL,127.4,1,127.37,1,2021-05-14 15:17:14.540493687-04:00
AAPL,127.4,1,127.37,2,2021-05-14 15:17:14.540781318-04:00
AAPL,127.4,1,127.37,3,2021-05-14 15:17:14.540964981-04:00
AAPL,127.4,1,127.37,1,2021-05-14 15:17:14.542162729-04:00
AAPL,127.38,1,127.37,1,2021-05-14 15:17:14.542288617-04:00
AAPL,127.38,1,127.36,6,2021-05-14 15:17:14.542299824-04:00
AAPL,127.38,1,127.36,5,2021-05-14 15:17:14.542306521-04:00
AAPL,127.38,1,127.36,4,2021-05-14 15:17:14.542330999-04:00
AAPL,127.38,1,127.36,3,2021-05-14 15:17:14.542356648-04:00
AAPL,127.38,2,127.36,3,2021-05-14 15:17:14.542401900-04:00
AAPL,127.38,3,127.36,3,2021-05-14 15:17:14.542404736-04:00
AAPL,127.38,4,127.36,3,2021-05-14 15:17:14.543064931-04:00
AAPL,127.38,3,127.36,3,2021-05-14 15:17:14.543143008-04:00
AAPL,127.38,3,127.36,3,2021-05-14 15:17:14.545144553-04:00
AAPL,127.38,2,127.36,3,2021-05-14 15:17:14.545935965-04:00
AAPL,127.38,1,127.36,3,2021-05-14 15:17:14.550361040-04:00
AAPL,127.38,1,127.37,1,2021-05-14 15:17:14.550453498-04:00
AAPL,127.38,2,127.37,1,2021-05-14 15:17:14.550720904-04:00
AAPL,127.38,1,127.37,1,2021-05-14 15:17:14.551722115-04:00
AAPL,127.38,2,127.37,1,2021-05-14 15:17:14.558744762-04:00
AAPL,127.38,2,127.36,3,2021-05-14 15:17:14.592413774-04:00
AAPL,127.38,3,127.36,3,2021-05-14 15:17:14.592421189-04:00
AAPL,127.38,2,127.36,3,2021-05-14 15:17:14.642918324-04:00
AAPL,127.38,2,127.37,1,2021-05-14 15:17:14.643017617-04:00
AAPL,127.38,2,127.37,4,2021-05-14 15:17:14.689082099-04:00
AAPL,127.38,2,127.37,4,2021-05-14 15:17:14.689191966-04:00
AAPL,127.38,1,127.37,4,2021-05-14 15:17:14.689316300-04:00
AAPL,127.4,1,127.37,4,2021-05-14 15:17:14.691478709-04:00
AAPL,127.38,1,127.37,4,2021-05-14 15:17:14.711361104-04:00
AAPL,127.38,1,127.37,4,2021-05-14 15:17:14.711663541-04:00
AAPL,127.38,2,127.37,4,2021-05-14 15:17:14.713908973-04:00
AAPL,127.38,2,127.37,1,2021-05-14 15:17:14.723472021-04:00
AAPL,127.38,3,127.37,1,2021-05-14 15:17:14.723938325-04:00
AAPL,127.38,2,127.37,1,2021-05-14 15:17:14.761104233-04:00
AAPL,127.38,1,127.37,1,2021-05-14 15:17:14.761185751-04:00
AAPL,127.38,1,127.37,4,2021-05-14 15:17:14.761690873-04:00
AAPL,127.38,1,127.37,5,2021-05-14 15:17:14.804183766-04:00
AAPL,127.4,1,127.37,5,2021-05-14 15:17:14.806832454-04:00
AAPL,127.4,1,127.37,5,2021-05-14 15:17:14.841226193-04:00
AAPL,127.4,1,127.37,5,2021-05-14 15:17:14.850938585-04:00
AAPL,127.38,1,127.37,5,2021-05-14 15:17:15.078575758-04:00
AAPL,127.38,2,127.37,5,2021-05-14 15:17:15.078611859-04:00
AAPL,127.38,3,127.37,5,2021-05-14 15:17:15.136048558-04:00
AAPL,127.38,3,127.37,2,2021-05-14 15:17:15.136069145-04:00
AAPL,127.38,3,127.37,3,2021-05-14 15:17:15.254408965-04:00
AAPL,127.38,3,127.37,6,2021-05-14 15:17:15.254506194-04:00
AAPL,127.38,2,127.37,6,2021-05-14 15:17:15.254522825-04:00
AAPL,127.38,2,127.37,6,2021-05-14 15:17:15.254588098-04:00
AAPL,127.38,2,127.37,5,2021-05-14 15:17:15.287876787-04:00
AAPL,127.38,2,127.37,5,2021-05-14 15:17:15.288217619-04:00
AAPL,127.38,2,127.37,2,2021-05-14 15:17:15.291233341-04:00
AAPL,127.38,2,127.37,5,2021-05-14 15:17:15.400783038-04:00
AAPL,127.38,2,127.37,5,2021-05-14 15:17:15.420003700-04:00
AAPL,127.38,2,127.37,6,2021-05-14 15:17:15.449477202-04:00
AAPL,127.38,2,127.37,6,2021-05-14 15:17:15.693227539-04:00
AAPL,127.38,2,127.37,5,2021-05-14 15:17:15.707196051-04:00
AAPL,127.38,2,127.37,2,2021-05-14 15:17:15.708306419-04:00
AAPL,127.38,3,127.37,2,2021-05-14 15:17:15.720629734-04:00
AAPL,127.38,4,127.37,2,2021-05-14 15:17:15.725341293-04:00
AAPL,127.38,4,127.37,1,2021-05-14 15:17:15.732509002-04:00
AAPL,127.38,5,127.37,1,2021-05-14 15:17:15.732978172-04:00
AAPL,127.38,5,127.35,1,2021-05-14 15:17:15.732992024-04:00
AAPL,127.38,4,127.35,1,2021-05-14 15:17:15.913225673-04:00
AAPL,127.38,4,127.37,1,2021-05-14 15:17:15.913229564-04:00
AAPL,127.38,4,127.35,1,2021-05-14 15:17:15.966378961-04:00
AAPL,127.38,5,127.35,1,2021-05-14 15:17:15.966526605-04:00
AAPL,127.38,4,127.35,1,2021-05-14 15:17:15.970811606-04:00
AAPL,127.38,4,127.37,1,2021-05-14 15:17:15.970824911-04:00
AAPL,127.38,3,127.37,1,2021-05-14 15:17:16.169925122-04:00
AAPL,127.38,4,127.37,1,2021-05-14 15:17:16.189836633-04:00
AAPL,127.38,3,127.37,1,2021-05-14 15:17:16.218325835-04:00
AAPL,127.38,4,127.37,1,2021-05-14 15:17:16.345581959-04:00
AAPL,127.38,4,127.35,1,2021-05-14 15:17:16.346054689-04:00
AAPL,127.38,5,127.35,1,2021-05-14 15:17:16.346060089-04:00
AAPL,127.38,4,127.35,1,2021-05-14 15:17:16.346075871-04:00
AAPL,127.38,5,127.35,1,2021-05-14 15:17:16.346572939-04:00
AAPL,127.38,4,127.35,1,2021-05-14 15:17:16.358543694-04:00
AAPL,127.38,4,127.37,1,2021-05-14 15:17:16.358553-04:00
AAPL,127.38,3,127.37,1,2021-05-14 15:17:16.465459274-04:00
AAPL,127.38,3,127.37,2,2021-05-14 15:17:16.466022064-04:00
AAPL,127.38,2,127.37,2,2021-05-14 15:17:16.466742599-04:00
AAPL,127.38,2,127.37,5,2021-05-14 15:17:16.767433116-04:00
AAPL,127.38,2,127.37,6,2021-05-14 15:17:16.767916126-04:00
AAPL,127.38,2,127.37,5,2021-05-14 15:17:16.907575844-04:00
AAPL,127.38,2,127.37,2,2021-05-14 15:17:17.019683237-04:00
AAPL,127.38,3,127.37,2,2021-05-14 15:17:17.040202339-04:00
AAPL,127.38,4,127.37,2,2021-05-14 15:17:17.041343739-04:00
AAPL,127.38,4,127.37,1,2021-05-14 15:17:17.042101373-04:00
AAPL,127.38,5,127.37,1,2021-05-14 15:17:17.042107789-04:00
AAPL,127.38,4,127.37,1,2021-05-14 15:17:17.042187244-04:00
AAPL,127.38,4,127.37,2,2021-05-14 15:17:17.068760558-04:00
AAPL,127.38,4,127.37,5,2021-05-14 15:17:17.332778537-04:00
AAPL,127.38,3,127.37,5,2021-05-14 15:17:17.332787292-04:00
AAPL,127.38,3,127.37,5,2021-05-14 15:17:17.332798660-04:00
AAPL,127.38,3,127.37,6,2021-05-14 15:17:17.332813586-04:00
AAPL,127.38,2,127.37,6,2021-05-14 15:17:17.332853588-04:00
AAPL,127.39,2,127.37,6,2021-05-14 15:17:17.333373825-04:00
AAPL,127.39,1,127.37,6,2021-05-14 15:17:17.333928056-04:00
AAPL,127.4,1,127.37,6,2021-05-14 15:17:17.333944285-04:00
AAPL,127.4,1,127.37,6,2021-05-14 15:17:17.339979916-04:00
AAPL,127.38,1,127.37,6,2021-05-14 15:17:17.340721913-04:00
AAPL,127.38,1,127.37,5,2021-05-14 15:17:17.343842037-04:00
AAPL,127.4,1,127.37,5,2021-05-14 15:17:17.353285100-04:00
AAPL,127.4,1,127.37,6,2021-05-14 15:17:17.353285621-04:00
AAPL,127.4,1,127.37,6,2021-05-14 15:17:17.353911318-04:00
AAPL,127.4,1,127.37,5,2021-05-14 15:17:17.433001801-04:00
AAPL,127.4,1,127.37,5,2021-05-14 15:17:17.433006962-04:00
AAPL,127.38,1,127.37,5,2021-05-14 15:17:17.433091903-04:00
AAPL,127.38,2,127.37,5,2021-05-14 15:17:17.483936586-04:00
AAPL,127.38,3,127.37,5,2021-05-14 15:17:17.483973290-04:00
AAPL,127.38,3,127.37,2,2021-05-14 15:17:17.553082710-04:00
AAPL,127.38,3,127.37,5,2021-05-14 15:17:17.576029993-04:00
AAPL,127.38,3,127.37,6,2021-05-14 15:17:17.576124796-04:00
AAPL,127.38,3,127.37,5,2021-05-14 15:17:17.675738824-04:00
AAPL,127.38,2,127.37,5,2021-05-14 15:17:17.696608667-04:00
AAPL,127.38,3,127.37,5,2021-05-14 15:17:17.706824975-04:00
AAPL,127.38,4,127.37,5,2021-05-14 15:17:17.706943443-04:00
AAPL,127.38,4,127.37,2,2021-05-14 15:17:17.706968600-04:00
AAPL,127.38,4,127.37,1,2021-05-14 15:17:17.707262537-04:00
AAPL,127.38,4,127.35,1,2021-05-14 15:17:17.712264672-04:00
AAPL,127.38,5,127.35,1,2021-05-14 15:17:18.026114721-04:00
AAPL,127.38,6,127.35,1,2021-05-14 15:17:18.026120248-04:00
AAPL,127.38,6,127.35,1,2021-05-14 15:17:18.026577749-04:00
AAPL,127.38,7,127.35,1,2021-05-14 15:17:18.026995714-04:00
AAPL,127.38,6,127.35,1,2021-05-14 15:17:18.028093338-04:00
AAPL,127.37,1,127.35,1,2021-05-14 15:17:18.028105138-04:00
AAPL,127.37,1,127.36,1,2021-05-14 15:17:18.028117541-04:00
AAPL,127.38,5,127.36,1,2021-05-14 15:17:18.028126646-04:00
AAPL,127.38,4,127.36,1,2021-05-14 15:17:18.028137767-04:00
AAPL,127.38,4,127.36,2,2021-05-14 15:17:18.028161398-04:00
AAPL,127.37,1,127.36,2,2021-05-14 15:17:18.028171254-04:00
AAPL,127.37,1,127.36,3,2021-05-14 15:17:18.028298136-04:00
AAPL,127.37,1,127.36,3,2021-05-14 15:17:18.028697341-04:00
AAPL,127.37,2,127.36,3,2021-05-14 15:17:18.028756867-04:00
AAPL,127.37,1,127.36,3,2021-05-14 15:17:18.056272728-04:00
AAPL,127.37,5,127.36,3,2021-05-14 15:17:18.084324989-04:00
AAPL,127.37,5,127.36,2,2021-05-14 15:17:18.872519356-04:00
AAPL,127.37,5,127.36,3,2021-05-14 15:17:19.027044514-04:00
AAPL,127.37,5,127.36,2,2021-05-14 15:17:19.145666397-04:00
AAPL,127.37,5,127.36,3,2021-05-14 15:17:19.329593735-04:00
AAPL,127.37,5,127.36,2,2021-05-14 15:17:19.693100362-04:00
AAPL,127.37,5,127.36,3,2021-05-14 15:17:19.755735007-04:00
AAPL,127.37,5,127.36,6,2021-05-14 15:17:19.756044889-04:00
AAPL,127.37,5,127.36,3,2021-05-14 15:17:19.757141219-04:00
AAPL,127.37,5,127.36,2,2021-05-14 15:17:19.886274017-04:00
AAPL,127.37,5,127.36,3,2021-05-14 15:17:20.171888123-04:00
AAPL,127.37,5,127.36,2,2021-05-14 15:17:20.341279440-04:00
AAPL,127.37,5,127.36,1,2021-05-14 15:17:20.341286691-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:20.341287781-04:00
AAPL,127.37,7,127.36,1,2021-05-14 15:17:20.341303149-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:20.341326028-04:00
AAPL,127.37,6,127.35,1,2021-05-14 15:17:20.341590037-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:20.341767811-04:00
AAPL,127.37,6,127.35,1,2021-05-14 15:17:20.342504905-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:20.342996244-04:00
AAPL,127.37,6,127.36,2,2021-05-14 15:17:20.559745-04:00
AAPL,127.37,5,127.36,2,2021-05-14 15:17:20.559979737-04:00
AAPL,127.37,5,127.36,3,2021-05-14 15:17:20.571288003-04:00
AAPL,127.37,5,127.36,6,2021-05-14 15:17:20.571461872-04:00
AAPL,127.37,5,127.36,3,2021-05-14 15:17:20.572113943-04:00
AAPL,127.37,5,127.36,2,2021-05-14 15:17:20.572919957-04:00
AAPL,127.37,6,127.36,2,2021-05-14 15:17:20.939940908-04:00
AAPL,127.37,5,127.36,2,2021-05-14 15:17:20.996912322-04:00
AAPL,127.37,6,127.36,2,2021-05-14 15:17:21.114650278-04:00
AAPL,127.37,5,127.36,2,2021-05-14 15:17:21.221573158-04:00
AAPL,127.37,5,127.36,5,2021-05-14 15:17:21.245228102-04:00
AAPL,127.37,4,127.36,5,2021-05-14 15:17:21.245297415-04:00
AAPL,127.37,4,127.36,6,2021-05-14 15:17:21.245488365-04:00
AAPL,127.37,5,127.36,6,2021-05-14 15:17:21.251814168-04:00
AAPL,127.37,5,127.36,3,2021-05-14 15:17:21.251997476-04:00
AAPL,127.37,5,127.36,2,2021-05-14 15:17:21.252196458-04:00
AAPL,127.37,5,127.36,3,2021-05-14 15:17:21.990256832-04:00
AAPL,127.37,5,127.36,6,2021-05-14 15:17:21.990265545-04:00
AAPL,127.37,5,127.36,3,2021-05-14 15:17:22.066137358-04:00
AAPL,127.37,5,127.36,2,2021-05-14 15:17:22.127662359-04:00
AAPL,127.37,6,127.36,2,2021-05-14 15:17:22.293190570-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:22.293470020-04:00
AAPL,127.37,7,127.36,1,2021-05-14 15:17:22.293501297-04:00
AAPL,127.37,7,127.35,1,2021-05-14 15:17:22.294337081-04:00
AAPL,127.37,6,127.35,1,2021-05-14 15:17:22.394223799-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:22.394252063-04:00
AAPL,127.37,5,127.36,1,2021-05-14 15:17:22.394511785-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:22.395355663-04:00
AAPL,127.37,6,127.36,2,2021-05-14 15:17:22.396248382-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:22.405350860-04:00
AAPL,127.37,7,127.36,1,2021-05-14 15:17:22.405397677-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:22.405480604-04:00
AAPL,127.37,6,127.36,2,2021-05-14 15:17:22.405824997-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:22.405867483-04:00
AAPL,127.37,7,127.36,1,2021-05-14 15:17:22.516971329-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:22.556900231-04:00
AAPL,127.37,6,127.36,2,2021-05-14 15:17:22.556902125-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:22.579181497-04:00
AAPL,127.37,7,127.36,1,2021-05-14 15:17:22.579656739-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:22.622768067-04:00
AAPL,127.37,6,127.36,2,2021-05-14 15:17:22.622776346-04:00
AAPL,127.37,5,127.36,2,2021-05-14 15:17:22.627334567-04:00
AAPL,127.37,6,127.36,2,2021-05-14 15:17:22.632347474-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:22.784187999-04:00
AAPL,127.37,7,127.36,1,2021-05-14 15:17:22.784196403-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:23.184908101-04:00
AAPL,127.37,6,127.36,2,2021-05-14 15:17:23.184911796-04:00
AAPL,127.37,6,127.36,5,2021-05-14 15:17:23.185286815-04:00
AAPL,127.37,5,127.36,5,2021-05-14 15:17:23.185407862-04:00
AAPL,127.37,4,127.36,5,2021-05-14 15:17:23.185719715-04:00
AAPL,127.37,4,127.36,5,2021-05-14 15:17:23.186298102-04:00
AAPL,127.37,4,127.36,5,2021-05-14 15:17:23.189574019-04:00
AAPL,127.37,4,127.36,4,2021-05-14 15:17:23.189577384-04:00
AAPL,127.37,5,127.36,4,2021-05-14 15:17:23.189584402-04:00
AAPL,127.37,6,127.36,4,2021-05-14 15:17:23.189585859-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:23.189590321-04:00
AAPL,127.37,5,127.36,1,2021-05-14 15:17:23.189669461-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:23.189745217-04:00
AAPL,127.37,7,127.36,1,2021-05-14 15:17:23.201601031-04:00
AAPL,127.37,7,127.35,1,2021-05-14 15:17:23.213267675-04:00
AAPL,127.37,6,127.35,1,2021-05-14 15:17:23.402890071-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:23.403023558-04:00
AAPL,127.37,6,127.36,2,2021-05-14 15:17:23.403172848-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:23.416684083-04:00
AAPL,127.37,7,127.36,1,2021-05-14 15:17:23.416693365-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:23.427506978-04:00
AAPL,127.37,5,127.36,1,2021-05-14 15:17:23.649879020-04:00
AAPL,127.37,5,127.36,2,2021-05-14 15:17:23.649888431-04:00
AAPL,127.37,5,127.36,1,2021-05-14 15:17:23.719104131-04:00
AAPL,127.37,6,127.36,1,2021-05-14 15:17:23.719583906-04:00
AAPL,127.37,5,127.36,1,2021-05-14 15:17:23.726786252-04:00
AAPL,127.37,5,127.36,4,2021-05-14 15:17:23.726788425-04:00
AAPL,127.37,5,127.36,4,2021-05-14 15:17:23.726808268-04:00
AAPL,127.37,4,127.36,4,2021-05-14 15:17:23.726809250-04:00
AAPL,127.37,4,127.36,5,2021-05-14 15:17:23.726819078-04:00
AAPL,127.37,4,127.36,6,2021-05-14 15:17:23.726832562-04:00
AAPL,127.37,4,127.36,7,2021-05-14 15:17:23.726858400-04:00
AAPL,127.38,5,127.36,7,2021-05-14 15:17:23.726929935-04:00
AAPL,127.38,1,127.36,7,2021-05-14 15:17:23.727592297-04:00
AAPL,127.38,1,127.36,6,2021-05-14 15:17:23.727660010-04:00
AAPL,127.38,1,127.36,6,2021-05-14 15:17:23.727671884-04:00
AAPL,127.38,1,127.36,5,2021-05-14 15:17:23.727702522-04:00
AAPL,127.38,1,127.36,5,2021-05-14 15:17:23.727759377-04:00
AAPL,127.38,1,127.37,1,2021-05-14 15:17:23.728013164-04:00
AAPL,127.38,1,127.36,4,2021-05-14 15:17:23.729131057-04:00
AAPL,127.38,1,127.37,1,2021-05-14 15:17:23.730025092-04:00
AAPL,127.38,1,127.36,4,2021-05-14 15:17:23.730797974-04:00
AAPL,127.38,1,127.37,1,2021-05-14 15:17:23.731760112-04:00
AAPL,127.38,1,127.37,2,2021-05-14 15:17:23.731818411-04:00
AAPL,127.38,1,127.37,1,2021-05-14 15:17:23.731828824-04:00
AAPL,127.4,1,127.37,1,2021-05-14 15:17:23.740284801-04:00
AAPL,127.4,1,127.37,2,2021-05-14 15:17:23.740290581-04:00
AAPL,127.4,1,127.37,3,2021-05-14 15:17:23.740423906-04:00
AAPL,127.4,1,127.37,6,2021-05-14 15:17:23.741705762-04:00
AAPL,127.4,1,127.37,6,2021-05-14 15:17:23.741953178-04:00
AAPL,127.4,1,127.37,6,2021-05-14 15:17:23.743345345-04:00
AAPL,127.38,1,127.37,6,2021-05-14 15:17:23.743363648-04:00
AAPL,127.38,1,127.37,3,2021-05-14 15:17:23.745285858-04:00
AAPL,127.38,1,127.37,2,2021-05-14 15:17:23.745752363-04:00
AAPL,127.38,1,127.37,5,2021-05-14 15:17:23.747867167-04:00
AAPL,127.39,1,127.37,5,2021-05-14 15:17:23.755554593-04:00
AAPL,127.4,1,127.37,5,2021-05-14 15:17:23.755602719-04:00
AAPL,127.4,1,127.37,6,2021-05-14 15:17:23.755610686-04:00
AAPL,127.4,1,127.37,6,2021-05-14 15:17:23.755711316-04:00
AAPL,127.4,1,127.37,6,2021-05-14 15:17:23.757462963-04:00
AAPL,127.39,1,127.37,6,2021-05-14 15:17:23.757566841-04:00
AAPL,127.39,1,127.37,5,2021-05-14 15:17:23.757643252-04:00
AAPL,127.39,1,127.37,2,2021-05-14 15:17:23.757726604-04:00
AAPL,127.39,1,127.37,1,2021-05-14 15:17:23.758029770-04:00
AAPL,127.38,1,127.37,1,2021-05-14 15:17:23.758114594-04:00
AAPL,127.39,1,127.37,1,2021-05-14 15:17:23.774041224-04:00
AAPL,127.39,1,127.37,2,2021-05-14 15:17:23.785004306-04:00
AAPL,127.39,1,127.37,1,2021-05-14 15:17:23.790236205-04:00
AAPL,127.38,1,127.37,1,2021-05-14 15:17:23.790243843-04:00
AAPL,127.38,1,127.37,2,2021-05-14 15:17:23.871573355-04:00
AAPL,127.39,1,127.37,2,2021-05-14 15:17:24.006737231-04:00
AAPL,127.38,1,127.37,2,2021-05-14 15:17:24.013178392-04:00
AAPL,127.38,1,127.37,1,2021-05-14 15:17:24.013394548-04:00
AAPL,127.38,1,127.37,2,2021-05-14 15:17:24.174123937-04:00
AAPL,127.39,1,127.37,2,2021-05-14 15:17:24.174170263-04:00
AAPL,127.39,1,127.37,1,2021-05-14 15:17:24.193344790-04:00
AAPL,127.38,1,127.37,1,2021-05-14 15:17:24.193353557-04:00
AAPL,127.38,5,127.37,1,2021-05-14 15:17:24.279146523-04:00
AAPL,127.38,5,127.37,2,2021-05-14 15:17:24.407701801-04:00
AAPL,127.38,5,127.37,1,2021-05-14 15:17:24.738513276-04:00
AAPL,127.38,5,127.36,1,2021-05-14 15:17:24.796364838-04:00
AAPL,127.38,4,127.36,1,2021-05-14 15:17:25.006584955-04:00
AAPL,127.38,4,127.37,1,2021-05-14 15:17:25.006602948-04:00
AAPL,127.38,4,127.37,2,2021-05-14 15:17:25.006834566-04:00
AAPL,127.38,2,127.37,2,2021-05-14 15:17:25.011418886-04:00
AAPL,127.38,2,127.37,3,2021-05-14 15:17:25.011936849-04:00
AAPL,127.38,2,127.37,2,2021-05-14 15:17:25.015105521-04:00
AAPL,127.38,2,127.37,5,2021-05-14 15:17:25.031377722-04:00
AAPL,127.38,2,127.37,6,2021-05-14 15:17:25.036601641-04:00
AAPL,127.4,1,127.37,6,2021-05-14 15:17:25.037788166-04:00
AAPL,127.39,1,127.37,6,2021-05-14 15:17:25.038395765-04:00
AAPL,127.39,1,127.37,7,2021-05-14 15:17:25.038652622-04:00
AAPL,127.39,1,127.37,7,2021-05-14 15:17:25.038671305-04:00
AAPL,127.39,2,127.37,7,2021-05-14 15:17:25.038766042-04:00
AAPL,127.39,2,127.37,6,2021-05-14 15:17:25.040617454-04:00
AAPL,127.39,1,127.37,6,2021-05-14 15:17:25.111952181-04:00
AAPL,127.4,1,127.37,6,2021-05-14 15:17:25.111973038-04:00
AAPL,127.4,1,127.37,5,2021-05-14 15:17:25.214956871-04:00
AAPL,127.4,1,127.37,2,2021-05-14 15:17:25.215032026-04:00
AAPL,127.38,1,127.37,2,2021-05-14 15:17:25.215090103-04:00
AAPL,127.38,2,127.37,2,2021-05-14 15:17:25.215119587-04:00
AAPL,127.38,3,127.37,2,2021-05-14 15:17:25.343032382-04:00
AAPL,127.38,3,127.37,1,2021-05-14 15:17:25.343404502-04:00
AAPL,127.38,3,127.36,1,2021-05-14 15:17:25.343446964-04:00
